,X true,X pred
0,72.9283424918459,-111.33731786768415
1,72.959616794712,-114.92967775820146
2,72.99109591353277,-141.41223213436137
3,73.02278184774066,-141.77656880858814
4,73.05467662262087,-124.07045893048512
5,73.08678228972626,-122.8874911343835
6,73.11910092730012,-122.9216533970054
7,73.15163464070712,-130.38001041896936
8,73.1843855628724,-127.15538933676537
9,73.2173558547293,-127.2067768903208
10,73.2505477056757,-112.75939161460923
11,73.28396333403904,-121.16264737516093
12,73.3176049875507,-121.15371967018406
13,73.35147494382927,-121.05795159711353
14,73.38557551087362,-121.36648657026983
15,73.41990902756534,-120.95835553958109
16,73.45447786418134,-121.65415153958077
17,73.48928442291636,-129.33480098340286
18,73.52433113841592,-138.7798068039404
19,73.55962047831983,-138.75778410329792
20,73.5951549438166,-138.76363371732003
21,73.6309370702088,-124.09079879747016
22,73.66696942748983,-151.80596674970866
23,73.70325462093224,148.21031105032583
24,73.73979529168804,145.01773733153289
25,73.7765941174009,144.95016386301904
26,73.81365381283108,103.59608268989388
27,73.85097713049274,-108.0688147500729
28,73.88856686130458,-108.15711045161696
29,73.92642583525361,-103.11792368821452
30,73.96455692207257,-102.75280072821604
31,74.00296303193134,-102.94884873066894
32,74.04164711614264,-102.94305597791302
33,74.08061216788234,-102.85586147728843
34,74.11986122292473,-100.19357287363326
35,74.1593973603932,-100.29500740957145
36,74.1992237035265,-100.87366673899294
37,74.23934342046127,-101.1624251146962
38,74.27975972503074,-101.12520911222701
39,74.32047587758075,-102.98693533336112
40,74.36149518580255,-102.97375433761358
41,74.40282100558369,-104.91255032166288
42,74.44445674187689,-104.2252605039445
43,74.48640584958744,-104.84191560092955
44,74.52867183447987,-105.75338531370984
45,74.57125825410374,-107.85911297051287
46,74.6141687187399,-107.02263083246105
47,74.65740689236685,-107.01476860426423
48,74.7009764936483,-109.507581384687
49,74.74488129694222,-55.55279065651212
50,74.78912513333196,-56.280962405074945
51,74.83371189167995,-70.89888419583141
52,74.87864551970463,-92.00254553082962
53,74.92393002508122,-90.05481552984931
54,74.96956947656672,-70.38004061732829
55,75.01556800515013,56.45284991692267
56,75.06192980522803,56.352693781151764
57,75.1086591358068,43.32754384559952
58,75.1557603217315,51.175654951265
59,75.20323775494266,24.77937482515467
60,75.25109589576128,26.310115169774605
61,75.29933927420315,59.65194461125459
62,75.34797249132275,59.64477420777041
63,75.39700022058825,46.821940622843286
64,75.44642720928745,-57.454450588613796
65,75.49625827996651,-83.56831114449608
66,75.54649833190146,47.606714695165735
67,75.59715234260385,62.37769321851809
68,75.64822536936143,47.284745956543375
69,75.69972255081441,-23.636253879779442
70,75.75164910856886,-25.6020900109768
71,75.80401034884753,14.222262068054134
72,75.85681166417972,15.14191226945952
73,75.91005853513097,10.41197401031663
74,75.96375653207353,-69.98117326472206
75,76.01791131699893,-34.130775511573326
76,76.07252864537382,-107.09380373454097
77,76.1276143680399,-128.73319860445525
78,76.18317443315966,-125.1945116356852
79,76.23921488820876,-134.842459441121
80,76.29574188201656,-128.828194663945
81,76.35276166685597,-129.06408111603804
82,76.41028060058426,-124.41879409508365
83,76.46830514883585,-135.44567548718277
84,76.52684188726886,-134.42687203859103
85,76.58589750386672,-139.88158763763985
86,76.64547880129655,-148.52728924732645
87,76.70559269932569,-148.08940472604786
88,76.76624623729825,-147.2674451627139
89,76.82744657667311,-140.31381314269314
90,76.88920100362547,-140.6509755072161
91,76.95151693171333,-140.62093910740353
92,77.0144019046111,-137.57745225411045
93,77.07786359891209,-137.565415101852
94,77.14190982700183,-124.88680212537675
95,77.20654854000443,-115.68990589546335
96,77.27178783080389,-117.54253036588999
97,77.33763593714258,-120.27947243727782
98,77.40410124479918,-113.49181578837357
99,77.47119229084849,-119.51504888203668
100,77.53891776700512,-109.66969077678934
101,77.60728652305397,-106.10185470007684
102,77.67630757036979,-106.12506084610926
103,77.74599008552842,-106.47996478322958
104,77.81634341401262,-104.74873041213142
105,77.88737707401499,-106.75571952380989
106,77.9591007603412,-107.50826780788826
107,78.03152434841618,-103.93474707253795
108,78.10465789839662,-99.84600877014826
109,78.17851165939275,-97.37531653309854
110,78.25309607380282,-101.65765992444186
111,78.32842178176362,-105.39970199277661
112,78.40449962572049,-105.50670819657503
113,78.48134065512052,-96.32950898876965
114,78.55895613123258,-95.59931141270455
115,78.63735753209816,-94.20258757347169
116,78.71655655761684,-96.31403422902113
117,78.79656513477067,-96.16479020741028
118,78.87739542299158,-95.45202474099796
119,78.95905981967627,-97.97106197383455
120,79.04157096585314,-94.67138933947747
121,79.12494175200588,-94.97095028826257
122,79.20918532405864,-99.50398907726695
123,79.2943150895277,-103.19903008876716
124,79.38034472384487,-101.4762703501681
125,79.46728817685798,-101.90219289566826
126,79.55515967951393,-102.33748611587612
127,79.64397375072998,-100.35801123743592
128,79.73374520445932,-98.37204822557311
129,79.8244891569568,-98.37249961674432
130,79.91622103425125,-97.61328018580564
131,80.008956579831,-101.83735934244163
132,80.10271186254899,-97.31375653027138
133,80.19750328475476,-99.56048369503458
134,80.2933475906603,-94.21615665032
135,80.39026187494721,-94.58084299509936
136,80.48826359162297,-90.48138081490625
137,80.58737056313386,-84.83693739960643
138,80.68760098974327,-72.53846226285499
139,80.78897345918332,-93.1434867725559
140,80.8915069565889,-96.53183016955539
141,80.9952208747227,-100.20307579179168
142,81.10013502450126,-101.98133495178637
143,81.20626964583077,-103.20890696860482
144,81.31364541876334,-101.5677735811099
145,81.42228347498347,-97.45501526510034
146,81.53220540963545,-103.1511625828664
147,81.64343329350284,-104.57390723708689
148,81.75598968555092,-103.34774065939402
149,81.86989764584403,-100.06115727827384
150,81.98518074884976,-102.86633133430443
151,82.10186309714223,-101.55796284896817
152,82.21996933551745,-104.95557387144433
153,82.33952466553367,-104.40325651882874
154,82.4605548604907,-100.25007828674235
155,82.58308628086161,-103.75173115818556
156,82.70714589019187,-107.4100675652793
157,82.83276127148024,-106.34520695873958
158,82.95996064405702,-109.44333577475346
159,83.08877288097531,-114.94771090961679
160,83.21922752693143,-114.84107105339552
161,83.3513548167311,-119.25284144395793
162,83.48518569431867,-111.11253151392789
163,83.62075183238687,-104.89070159358764
164,83.75808565258495,-92.58018668740802
165,83.89722034634423,-139.80163187001256
166,84.03818989633935,-132.8695911812783
167,84.18102909860544,-127.98500931750785
168,84.3257735853305,-131.4637204296058
169,84.47245984834383,-85.50186935587651
170,84.62112526332115,-98.93627079374099
171,84.77180811472766,-75.99386187032167
172,84.92454762152101,-84.92031167268051
173,85.07938396363602,-84.55752764762217
174,85.23635830927383,-94.97468464132874
175,85.39551284301848,-101.70135480253737
176,85.55689079480386,-103.19118017694443
177,85.72053646975478,-102.8781210768068
178,85.88649527892589,-99.66551687480376
179,86.05481377096244,-96.3530472349726
180,86.22553966470703,-94.49107288306749
181,86.39872188277657,-65.81022968967436
182,86.57441058613371,-77.52477404013499
183,86.75265720967708,-63.261207618979334
184,86.93351449887412,-37.70332044561202
185,87.11703654746047,-91.76545481848947
186,87.30327883622937,-117.389171784573
187,87.49229827293375,-123.91269306431633
188,87.68415323332339,-142.9218058289444
189,87.87890360333854,-160.30503253023414
190,88.07661082248036,-164.26015184784566
191,88.27733792837721,-164.6205316228544
192,88.4811496025648,-166.72098819415208
193,88.68811221749588,-172.7100699634968
194,88.89829388479363,-163.93764750258202
195,89.11176450476023,-159.59859390370562
196,89.32859581715003,-149.87427223316092
197,89.54886145321272,-155.26917586649546
198,89.77263698900944,-162.71239495297934
199,90.0,-162.70153662901873
